chapter,place,title,date,location,year,latitude,longitude
rladies,nashville,Introduction to Data Cleaning with dataMaid,2018-03-19,inperson,2018,36.1622767,-86.7742984
rladies,miami,Handling missing data using R,2018-03-16,inperson,2018,25.7741728,-80.19362
rladies,lima,¡Que empiece el juego! - Primeros pasos en R y RStudio.,2018-03-15,inperson,2018,-12.0621065,-77.0365256
rladies,cape-town,R-Ladies satRday event: Blogs with R ,2018-03-15,inperson,2018,-33.928992,18.417396
rladies,montreal,"R-Ladies Kick-off: Meet, greet, treat + code!",2018-03-15,inperson,2018,45.5031824,-73.5698065
rladies,melbourne,Parallel Programming in R!,2018-03-15,inperson,2018,-37.8142454,144.9631732
rladies,cape-town,Planning 2018 R-Ladies Meetups,2018-03-15,inperson,2018,-33.928992,18.417396
rladies,san-diego,"Book Club: ""R for Data Science"" Chapters 17 - 21",2018-03-14,inperson,2018,32.7174202,-117.1627728
rladies,philly,Workflow optimization with RStudio Book Club,2018-03-14,inperson,2018,39.9527237,-75.1635262
rladies,lausanne,Building a web application with Shiny,2018-03-14,inperson,2018,46.5218269,6.6327025
rladies,dublin,Learn to write packages in R,2018-03-13,inperson,2018,53.3493795,-6.2605593
rladies,berlin,The Magic of Bootstrapping with R,2018-03-13,inperson,2018,52.5170365,13.3888599
rladies,tc,Git saving and collaborating with Git and Github,2018-03-12,inperson,2018,59.3318941,18.060944
rladies,vancouver,rOpenSci Community meetup,2018-03-12,inperson,2018,49.2608724,-123.113952
rladies,belgrade,Igranje sa podacima: Eksplorativna analiza otvorenih setova podataka ,2018-03-11,inperson,2018,44.8178131,20.4568974
rladies,rtp,Contributing to Open Source Software with Mara Averick!,2018-03-10,inperson,2018,35.8569851,-78.8682511
rladies,istanbul,Dünya Kadınlar Günü Etkinliği: Data Talks - III,2018-03-10,inperson,2018,41.0766019,29.052495
rladies,budapest,lapply timeseries^2),2018-03-09,inperson,2018,47.4978918,19.0401609
rladies,chicago,R-Ladies Chicago + Hadley Wickham: Introduction to tidy evaluation in R,2018-03-08,inperson,2018,41.8755616,-87.6244212
rladies,copenhagen,"R vs Python battle, or not? + Customer segmentation using k-MEANS and SOM!",2018-03-08,inperson,2018,55.6867243,12.5700724
rladies,ames,Community & Leadership in R,2018-03-08,inperson,2018,50.536715,2.4086536
rladies,melbourne,Let's celebrate International Women's Day over a breakfast!,2018-03-08,inperson,2018,-37.8142454,144.9631732
rladies,pdx,RStudio Show+Tell,2018-03-07,inperson,2018,45.587132600000004,-122.59277984939183
rladies,ames,"Stats, Machine Learning & the Data Science Career - Gabriela de Queiroz",2018-03-07,inperson,2018,50.536715,2.4086536
rladies,paris,Données géographiques et cartographie sous R,2018-03-06,inperson,2018,48.8534951,2.3483915
rladies,austin,ALL the Ladies in Tech Happy Hour: Spring Edition!,2018-03-06,inperson,2018,30.2711286,-97.7436995
rladies,san-jose,Cuarta reunión R-Ladies / shiny,2018-03-06,inperson,2018,37.3361663,-121.890591
rladies,ldnont,Use RMarkdown to generate summary reports and journal articles!,2018-03-06,inperson,2018,NA,NA
rladies,tbilisi,RMarkdown - Creating Documents in R,2018-03-05,inperson,2018,41.6934591,44.8014495
rladies,madrid,Women Tech Communities Meetup,2018-03-05,inperson,2018,40.4167047,-3.7035825
rladies,rtp,Book Club,2018-03-05,inperson,2018,35.8569851,-78.8682511
rladies,orlando,Women in Data Science @UCF,2018-03-05,inperson,2018,28.5421109,-81.3790304
rladies,miami,Women in Data Science Conference - Miami,2018-03-05,inperson,2018,25.7741728,-80.19362
rladies,seattle,Happy Hour with R-Ladies Taipei,2018-03-02,inperson,2018,47.6038321,-122.330062
rladies,brussels,R-Ladies Brussels Workshop Series: Data visualization with ggplot2 ,2018-03-01,inperson,2018,50.8550018,4.3512333761166175
rladies,taipei,[Special Case Series] 資料與新聞,2018-02-26,inperson,2018,25.0375198,121.5636796
rladies,budapest,webscraping <- function { },2018-02-26,inperson,2018,47.4978918,19.0401609
rladies,santa-rosa,Setup R Day,2018-02-26,inperson,2018,38.4404925,-122.7141049
rladies,rotterdam,First meetup of the R-Ladies Rotterdam,2018-02-24,inperson,2018,51.9244424,4.47775
rladies,st-louis,Intro to R with DataCamp Part 1,2018-02-24,inperson,2018,38.6280278,-90.1910154
rladies,dc,R-Ladies DC Hosts Hadley Wickham,2018-02-23,inperson,2018,4.6529539,-74.0835643
rladies,charlottesville,Let's make a website!,2018-02-22,inperson,2018,38.029306,-78.4766781
rladies,orlando,Active Data Analysis,2018-02-21,inperson,2018,28.5421109,-81.3790304
rladies,london,R from Scratch,2018-02-21,inperson,2018,51.5074456,-0.1277653
rladies,austin,R for Data Science Workshop: Communicating Results with rmarkdown and ggplot2,2018-02-21,inperson,2018,30.2711286,-97.7436995
rladies,rtp,Exploring ggplot2,2018-02-21,inperson,2018,35.8569851,-78.8682511
rladies,tc,Analyzing Time Series Data with Fiona Lodge,2018-02-21,inperson,2018,59.3318941,18.060944
rladies,vancouver,Feb 2018: R session with Jenny Bryan @ Microsoft Garage,2018-02-21,inperson,2018,49.2608724,-123.113952
rladies,auckland,Lessons and highlights from the rOpenSci project,2018-02-20,inperson,2018,-36.852095,174.7631803
rladies,boston,Channeling Curiosity into R Data Visualization Projects - with Alex Albright,2018-02-20,inperson,2018,42.3554334,-71.060511
rladies,melbourne,WORK SMARTER NOT HARDER: Melbourne Research Bazaar 2018,2018-02-20,inperson,2018,-37.8142454,144.9631732
rladies,austin,Happy Hour!,2018-02-19,inperson,2018,30.2711286,-97.7436995
rladies,istanbul,Şubat Etkinliği: Regresyon Analizi ve R Uygulamaları,2018-02-17,inperson,2018,41.0766019,29.052495
rladies,cdmx,Tercer Meetup en el encuentro de Usuarixs de R,2018-02-16,inperson,2018,19.4326296,-99.1331785
rladies,newyork,Create Websites in R and A Data Science Update.,2018-02-15,inperson,2018,48.1187679,11.5485464
rladies,madrid,Graph Analytics + Neo4j gRaphs,2018-02-14,inperson,2018,40.4167047,-3.7035825
rladies,tbilisi,Caucasus Barometer 2017,2018-02-13,inperson,2018,41.6934591,44.8014495
rladies,san-diego,"Book Club: ""R for Data Science"" Chapters 9 - 16",2018-02-13,inperson,2018,32.7174202,-117.1627728
rladies,chicago,Make your own R package from scratch with Stephanie Kirmer,2018-02-13,inperson,2018,41.8755616,-87.6244212
rladies,belgrade,R Ladies Belgrade #2: Manipulacija podacima i vizualizacija ,2018-02-13,inperson,2018,44.8178131,20.4568974
rladies,ames,A Galentine's Day Special Event: Plotting your data with ggplot2,2018-02-13,inperson,2018,50.536715,2.4086536
rladies,seattle,Kick-Off Meet and Greet!,2018-02-12,inperson,2018,47.6038321,-122.330062
rladies,melbourne,Visualising Geospatial Data in R with Interactive Maps  ,2018-02-12,inperson,2018,-37.8142454,144.9631732
rladies,san-francisco,Beyond Bean Counting: Measuring Open Source Engagement Beyond Commits and Stars,2018-02-11,inperson,2018,37.7790262,-122.419906
rladies,dc,Lightning Talk Writing Workshop,2018-02-10,inperson,2018,4.6529539,-74.0835643
rladies,auckland,Dive into dplyr,2018-02-08,inperson,2018,-36.852095,174.7631803
rladies,philly,Data Visualization with ggplot2 Book Club,2018-02-07,inperson,2018,39.9527237,-75.1635262
rladies,quito,Los primeros pasos en R,2018-02-07,inperson,2018,-0.2201641,-78.5123274
rladies,san-jose,Tercera reunión R-Ladies / R Markdown,2018-02-06,inperson,2018,37.3361663,-121.890591
rladies,lausanne,Kickoff meeting R-ladies Lausanne,2018-02-01,inperson,2018,46.5218269,6.6327025
rladies,lima,Primer meetup R-Ladies Lima,2018-01-31,inperson,2018,-12.0621065,-77.0365256
rladies,austin,Book Club: Weapons of Math Destruction,2018-01-31,inperson,2018,30.2711286,-97.7436995
rladies,budapest,boost_and_control()           ,2018-01-31,inperson,2018,47.4978918,19.0401609
rladies,tc,Project Progress,2018-01-31,inperson,2018,59.3318941,18.060944
rladies,san-diego,Jenny Bryan and Hadley Wickham on R,2018-01-30,inperson,2018,32.7174202,-117.1627728
rladies,ldnont,Lightning Talks,2018-01-30,inperson,2018,NA,NA
rladies,taipei,[Visualization Series]地理圖形類特殊檔案,2018-01-29,inperson,2018,25.0375198,121.5636796
rladies,tbilisi,"Loops, if-else and apply functions",2018-01-29,inperson,2018,41.6934591,44.8014495
rladies,rtp,Book Club,2018-01-29,inperson,2018,35.8569851,-78.8682511
rladies,pdx,RStudio Show + Tell & Github Tips + Tricks,2018-01-29,inperson,2018,45.587132600000004,-122.59277984939183
rladies,brussels,R-Ladies: Data science in R - lightning talks,2018-01-25,inperson,2018,50.8550018,4.3512333761166175
rladies,chicago,January R-Ladies Community Meetup,2018-01-25,inperson,2018,41.8755616,-87.6244212
rladies,manchester,Hands on Data Study Evening ,2018-01-25,inperson,2018,53.4794892,-2.2451148
rladies,columbus,Debugging in RStudio,2018-01-25,inperson,2018,39.9622601,-83.0007065
rladies,charlottesville,Lightning Talk Writing Workshop,2018-01-25,inperson,2018,38.029306,-78.4766781
rladies,ames,R-Ladies Ames Social: New YeaR's Resolutions,2018-01-25,inperson,2018,50.536715,2.4086536
rladies,madrid,R-Ladies Madrid: Testeo y depuración con R,2018-01-24,inperson,2018,40.4167047,-3.7035825
rladies,orlando,Start 2018 with a bang! ,2018-01-24,inperson,2018,28.5421109,-81.3790304
rladies,paris,Analyse sentimentale de tweets + Introduction au web scraping avec rvest,2018-01-24,inperson,2018,48.8534951,2.3483915
rladies,austin,"R for Data Science Workshop: Modeling with modelr, purrr, and broom",2018-01-24,inperson,2018,30.2711286,-97.7436995
rladies,boston,purrr with Phoebe Wong,2018-01-23,inperson,2018,42.3554334,-71.060511
rladies,newyork,R Ladies book club: Everybody Lies,2018-01-20,inperson,2018,48.1187679,11.5485464
rladies,copenhagen,How to become a real-life data scientist ,2018-01-18,inperson,2018,55.6867243,12.5700724
rladies,san-diego,"Book Club: ""R for Data Science"" Chapters 1 - 8",2018-01-16,inperson,2018,32.7174202,-117.1627728
rladies,berlin,Kick off 2018,2018-01-16,inperson,2018,52.5170365,13.3888599
rladies,san-jose,Segunda reunión R-Ladies / ggplot2,2018-01-15,inperson,2018,37.3361663,-121.890591
rladies,quito,¡Primer Meetup del 2018!,2018-01-15,inperson,2018,-0.2201641,-78.5123274
rladies,tc,"Start Your New Year ""R"" Resolutions!",2018-01-13,inperson,2018,59.3318941,18.060944
rladies,newyork,R Ladies Workshop - Functional Programming with Purrr,2018-01-10,inperson,2018,48.1187679,11.5485464
rladies,philly,"New year, new R meetup!",2018-01-10,inperson,2018,39.9527237,-75.1635262
rladies,rtp,Book Club,2018-01-08,inperson,2018,35.8569851,-78.8682511
rladies,taipei,[請在accupass上報名 ]R Ladies Data Viz Open Hack,2018-01-07,inperson,2018,25.0375198,121.5636796
rladies,istanbul,Ocak Etkinliği: UI ve UX Temelleri  + R ile Shiny Uygulamalarına Giriş,2018-01-06,inperson,2018,41.0766019,29.052495
rladies,dc,Rise & Shiny - googlesheets Integration,2018-01-06,inperson,2018,4.6529539,-74.0835643
rladies,tbilisi,Operators and loops in R - for beginners,2017-12-21,inperson,2017,41.6934591,44.8014495
rladies,melbourne,Meetup Mixup Melbourne [$8.80],2017-12-21,inperson,2017,-37.8142454,144.9631732
rladies,budapest,Data Christmas 2017,2017-12-20,inperson,2017,47.4978918,19.0401609
rladies,london,End of Year Social,2017-12-20,inperson,2017,51.5074456,-0.1277653
rladies,london,End of Year Social,2017-12-20,inperson,2017,51.5074456,-0.1277653
rladies,belgrade,R-Ladies Belgrade: Networking and Social,2017-12-20,inperson,2017,44.8178131,20.4568974
rladies,taipei,[語意分析] 語意角色標註,2017-12-18,inperson,2017,25.0375198,121.5636796
rladies,rtp,Book Club,2017-12-18,inperson,2017,35.8569851,-78.8682511
rladies,istanbul,Aralık Etkinliği: ggplot2 ile Veri Görselleştirme + Yeni Yıla Erken Merhaba,2017-12-16,inperson,2017,41.0766019,29.052495
rladies,cdmx,¡Segunda reunión R-Ladies CDMX!,2017-12-14,inperson,2017,19.4326296,-99.1331785
rladies,tbilisi,"Data types, indexing, cleaning and preparation - for beginners!",2017-12-14,inperson,2017,41.6934591,44.8014495
rladies,berlin,End of the year Orga meeting,2017-12-14,inperson,2017,52.5170365,13.3888599
rladies,bogota,Datos & Guaros Navideño,2017-12-13,inperson,2017,4.6529539,-74.0835643
rladies,montevideo,Último encuentro del 2017!!,2017-12-13,inperson,2017,-34.9058916,-56.1913095
rladies,austin,"Functions, Vectors, and Iteration",2017-12-13,inperson,2017,30.2711286,-97.7436995
rladies,chicago,Intro to R Markdown + Collaborative Coding Activity w/Kaylene McClanahan,2017-12-13,inperson,2017,41.8755616,-87.6244212
rladies,rtp,End of the Year Potluck with PyLadies RDU,2017-12-13,inperson,2017,35.8569851,-78.8682511
rladies,san-diego,Maps with ggplot2,2017-12-12,inperson,2017,32.7174202,-117.1627728
rladies,newyork,R in the world of Education,2017-12-12,inperson,2017,48.1187679,11.5485464
rladies,budapest,lightning_talks,2017-12-12,inperson,2017,47.4978918,19.0401609
rladies,boston,Holiday Exodus Pub Night,2017-12-12,inperson,2017,42.3554334,-71.060511
rladies,rtp,Book Club,2017-12-11,inperson,2017,35.8569851,-78.8682511
rladies,melbourne,Christmas Party!,2017-12-11,inperson,2017,-37.8142454,144.9631732
rladies,tc,Communicating Your Data Science Results and Wrangling Data,2017-12-09,inperson,2017,59.3318941,18.060944
rladies,dc,Rise & Shiny - Interactive Maps,2017-12-09,inperson,2017,4.6529539,-74.0835643
rladies,taipei,R shiny with Azure ML（限制學生以表單報名）,2017-12-09,inperson,2017,25.0375198,121.5636796
rladies,ames,The Life-Changing Magic of Tidying Data,2017-12-08,inperson,2017,50.536715,2.4086536
rladies,ames,LunchinatoRs,2017-12-08,inperson,2017,50.536715,2.4086536
rladies,brussels,Building Shiny apps,2017-12-07,inperson,2017,50.8550018,4.3512333761166175
rladies,dc,R Beginners - Third Session,2017-12-07,inperson,2017,4.6529539,-74.0835643
rladies,auckland,R-Ladies Launch with Hadley Wickham,2017-12-07,inperson,2017,-36.852095,174.7631803
rladies,vancouver,Kick-starting R-Ladies Vancouver!!!!,2017-12-07,inperson,2017,49.2608724,-123.113952
rladies,scl,Reunión de cierre año 2017,2017-12-07,inperson,2017,-33.4093715,-70.7908989
rladies,st-louis,Rcpp Hands-on Workshop,2017-12-06,inperson,2017,38.6280278,-90.1910154
rladies,manchester,Let's get together and chat R and eat cake ,2017-12-06,inperson,2017,53.4794892,-2.2451148
rladies,madrid,Pubquiz navideño R-Ladies + PyLadies + OSWeekends + HaskellMAD,2017-12-05,inperson,2017,40.4167047,-3.7035825
rladies,austin,ALL the Ladies in Tech Happy Hour: Winter Edition,2017-12-05,inperson,2017,30.2711286,-97.7436995
rladies,charlottesville,Intro to dplyr & ggplot2 with Marieke Jones,2017-12-05,inperson,2017,38.029306,-78.4766781
rladies,ldnont,"Linear, Logistic, and Cox Regression: When and How to Run in RStudio",2017-12-05,inperson,2017,NA,NA
rladies,rtp,Book Club,2017-12-04,inperson,2017,35.8569851,-78.8682511
rladies,cape-town,December R-Ladies Meetup: Regular Expressions,2017-12-04,inperson,2017,-33.928992,18.417396
rladies,ames,LunchinatoRs,2017-12-01,inperson,2017,50.536715,2.4086536
rladies,nashville,"Play in the snow, then clean up your mess!",2017-12-01,inperson,2017,36.1622767,-86.7742984
rladies,pdx,November Meetup - All about Software/Data Carpentries + TidyText Group Activity,2017-11-30,inperson,2017,45.587132600000004,-122.59277984939183
rladies,milan,Beginner Statistic workshop in R,2017-11-29,inperson,2017,45.4641943,9.1896346
rladies,tc,Building Interactive Plots with Shiny,2017-11-29,inperson,2017,59.3318941,18.060944
rladies,austin,R for Data Science Workshop: Data Wrangling in the Tidyverse,2017-11-29,inperson,2017,30.2711286,-97.7436995
rladies,dublin,R-Ladies November Meetup - My 1st Shiny App,2017-11-29,inperson,2017,53.3493795,-6.2605593
rladies,paris,Retour d'expérience : compétition Kaggle avec R,2017-11-28,inperson,2017,48.8534951,2.3483915
rladies,london,R Lightening Talks by R-Ladies,2017-11-28,inperson,2017,51.5074456,-0.1277653
rladies,taipei,[Annual Party 周年慶] R-Laides Taipei 三歲了 Celebration for 3 years old!!!,2017-11-27,inperson,2017,25.0375198,121.5636796
rladies,rtp,Working with web APIs in R,2017-11-27,inperson,2017,35.8569851,-78.8682511
rladies,buenos-aires,R Markdown y cierre del año!,2017-11-25,inperson,2017,-34.6075682,-58.4370894
rladies,istanbul,Kasım Etkinliği: Araştırma Yöntemleri ve R ile Uygulamalar,2017-11-25,inperson,2017,41.0766019,29.052495
rladies,ames,LunchinatoRs,2017-11-24,inperson,2017,50.536715,2.4086536
rladies,rio,3º Meetup R-Ladies Rio,2017-11-23,inperson,2017,-22.9110137,-43.2093727
rladies,melbourne,Introduction to R Shiny,2017-11-23,inperson,2017,-37.8142454,144.9631732
rladies,tbilisi,Creating an R package,2017-11-22,inperson,2017,41.6934591,44.8014495
rladies,strasbourg,Fouille de textes avec R: expression régulier.,2017-11-22,inperson,2017,48.584614,7.7507127
rladies,scl,Tercera reunión de RLadies Santiago,2017-11-22,inperson,2017,-33.4093715,-70.7908989
rladies,san-diego,Lightning Round Talks,2017-11-21,inperson,2017,32.7174202,-117.1627728
rladies,budapest,introduction <- function{},2017-11-21,inperson,2017,47.4978918,19.0401609
rladies,madrid,Intro R & Proyectos Rladies,2017-11-18,inperson,2017,40.4167047,-3.7035825
rladies,tc,Data Visualization,2017-11-18,inperson,2017,59.3318941,18.060944
rladies,ames,LunchinatoRs,2017-11-17,inperson,2017,50.536715,2.4086536
rladies,chicago,Tidy Data Workflows with Emily Riederer,2017-11-16,inperson,2017,41.8755616,-87.6244212
rladies,columbus,Machine Learning with R,2017-11-16,inperson,2017,39.9622601,-83.0007065
rladies,dc,R Beginners - Second Session,2017-11-16,inperson,2017,4.6529539,-74.0835643
rladies,montevideo,Visualización de datos con ggplot2,2017-11-15,inperson,2017,-34.9058916,-56.1913095
rladies,milan,Real usecase of applying data science on real problem-Special guest: HeartInData,2017-11-15,inperson,2017,45.4641943,9.1896346
rladies,boston,Writing reports with knitr,2017-11-15,inperson,2017,42.3554334,-71.060511
rladies,san-jose,Introducción a R y R Studio,2017-11-14,inperson,2017,37.3361663,-121.890591
rladies,charlottesville,Kickoff Meeting! ,2017-11-14,inperson,2017,38.029306,-78.4766781
rladies,nashville,Introduction to purrr,2017-11-13,inperson,2017,36.1622767,-86.7742984
rladies,ames,LunchinatoRs,2017-11-10,inperson,2017,50.536715,2.4086536
rladies,paris,Data Visualization in R: from exploration to presentation,2017-11-09,inperson,2017,48.8534951,2.3483915
rladies,brussels,First meetup of R-Ladies Brussels: networking and social,2017-11-09,inperson,2017,50.8550018,4.3512333761166175
rladies,manchester,Pre Manchester R meetup food and drink ,2017-11-09,inperson,2017,53.4794892,-2.2451148
rladies,rtp,RTP Happy Hour!,2017-11-09,inperson,2017,35.8569851,-78.8682511
rladies,tc,Come say hello!,2017-11-08,inperson,2017,59.3318941,18.060944
rladies,dc,Enron data series: Get your data into shape,2017-11-08,inperson,2017,4.6529539,-74.0835643
rladies,austin,Book Club: Dear Data,2017-11-08,inperson,2017,30.2711286,-97.7436995
rladies,berlin,#4 - Hands-on Shiny - Lets make your analysis interactive!,2017-11-07,inperson,2017,52.5170365,13.3888599
rladies,ldnont,Intro to writing scripts in R and RStudio,2017-11-07,inperson,2017,NA,NA
rladies,barcelona,Take your R scripts to a new planet: Jupyter notebooks with R!,2017-11-06,inperson,2017,41.3828939,2.1774322
rladies,cape-town,"Datavis with ggplot2 // What R-Ladies get up to in Tbilisi, Georgia",2017-11-04,inperson,2017,-33.928992,18.417396
rladies,ames,LunchinatoRs,2017-11-03,inperson,2017,50.536715,2.4086536
rladies,orlando,Data Transformation with dplyr Part 2,2017-11-02,inperson,2017,28.5421109,-81.3790304
rladies,austin,R for Data Science Workshop: Exploratory Data Analysis and Workflow,2017-11-01,inperson,2017,30.2711286,-97.7436995
rladies,boston,October Meetup & Pre-EARL Boston social event,2017-11-01,inperson,2017,42.3554334,-71.060511
rladies,taipei,如何打場黑客松,2017-10-30,inperson,2017,25.0375198,121.5636796
rladies,budapest,test_and_connect_th­e_dots(),2017-10-30,inperson,2017,47.4978918,19.0401609
rladies,strasbourg,R-Ladies Strasbourg Introductory meetup,2017-10-30,inperson,2017,48.584614,7.7507127
rladies,istanbul,"Ekim Etkinliği: Veri Tabanlarına Giriş, R ile Uygulama",2017-10-28,inperson,2017,41.0766019,29.052495
rladies,melbourne,Girls Coding Workshop,2017-10-28,inperson,2017,-37.8142454,144.9631732
rladies,tbilisi,სტატისტიკური ანალიზი,2017-10-27,inperson,2017,41.6934591,44.8014495
rladies,ames,LunchinatoRs,2017-10-27,inperson,2017,50.536715,2.4086536
rladies,dublin,Linear regression with R,2017-10-26,inperson,2017,53.3493795,-6.2605593
rladies,chicago,Oktoberfest Edition: Beer-in-Hand Data Science,2017-10-26,inperson,2017,41.8755616,-87.6244212
rladies,rtp,Functional programming with purrr,2017-10-26,inperson,2017,35.8569851,-78.8682511
rladies,melbourne,"Random Forest, Climate Change and Food Production!",2017-10-25,inperson,2017,-37.8142454,144.9631732
rladies,newyork,Data Dive Night with Data for Democracy,2017-10-24,inperson,2017,48.1187679,11.5485464
rladies,scl,Segunda reunión de R-Ladies Santiago,2017-10-24,inperson,2017,-33.4093715,-70.7908989
rladies,tbilisi,Basics of machine learning with R,2017-10-23,inperson,2017,41.6934591,44.8014495
rladies,ames,LunchinatoRs,2017-10-20,inperson,2017,50.536715,2.4086536
rladies,milan,2nd workshop - Data exploratory & visualization,2017-10-19,inperson,2017,45.4641943,9.1896346
rladies,orlando,Data Transformation with dplyr Part 1,2017-10-19,inperson,2017,28.5421109,-81.3790304
rladies,london,R from scratch,2017-10-19,inperson,2017,51.5074456,-0.1277653
rladies,tbilisi,Shiny!,2017-10-18,inperson,2017,41.6934591,44.8014495
rladies,madrid,R-Ladies + Lingẅars: Taller de minería de textos con R,2017-10-17,inperson,2017,40.4167047,-3.7035825
rladies,manchester,tidy your R and get introduced to geospatial analysis,2017-10-17,inperson,2017,53.4794892,-2.2451148
rladies,la,Collaborative Data Science with Kaggle Kernels and Datasets,2017-10-17,inperson,2017,34.0536909,-118.242766
rladies,san-jose,Reunámonos para nuestro primer acercamiento.,2017-10-17,inperson,2017,37.3361663,-121.890591
rladies,pdx,Text Mining with Tidy Data Principles with Julia Silge,2017-10-16,inperson,2017,45.587132600000004,-122.59277984939183
rladies,cape-town,October R-Ladies Meetup: Tidyverse,2017-10-16,inperson,2017,-33.928992,18.417396
rladies,tbilisi,R-Ladies თბილისის ახალი სეზონი,2017-10-14,inperson,2017,41.6934591,44.8014495
rladies,ames,LunchinatoRs,2017-10-13,inperson,2017,50.536715,2.4086536
rladies,austin,Boo! Making GitHub Less Scary ,2017-10-12,inperson,2017,30.2711286,-97.7436995
rladies,dc,R Beginners - Orientation ,2017-10-12,inperson,2017,4.6529539,-74.0835643
rladies,dc,Introduction to Shiny Application Development,2017-10-07,inperson,2017,4.6529539,-74.0835643
rladies,ames,LunchinatoRs,2017-10-06,inperson,2017,50.536715,2.4086536
rladies,dc,R Community Fall Networking Social,2017-10-05,inperson,2017,4.6529539,-74.0835643
rladies,tbilisi,rmarkdown for beginners,2017-10-04,inperson,2017,41.6934591,44.8014495
rladies,ldnont,R & R Studio Basics,2017-10-03,inperson,2017,NA,NA
rladies,ames,R-Ladies Ames Welcome Potluck!,2017-09-30,inperson,2017,50.536715,2.4086536
rladies,buenos-aires,Taller de Shiny + Clínica de Proyectos,2017-09-30,inperson,2017,-34.6075682,-58.4370894
rladies,istanbul,Eylül Etkinliği - 2.Sezon Açılışı: R Başlangıç Eğitimi,2017-09-30,inperson,2017,41.0766019,29.052495
rladies,newyork,R Ladies book club: Truth or Truthiness,2017-09-30,inperson,2017,48.1187679,11.5485464
rladies,ames,LunchinatoRs,2017-09-29,inperson,2017,50.536715,2.4086536
rladies,milan,Workshop of R for beginners,2017-09-28,inperson,2017,45.4641943,9.1896346
rladies,pdx,R-Ladies PDX First Meetup,2017-09-28,inperson,2017,45.587132600000004,-122.59277984939183
rladies,dublin,Unravelling census data,2017-09-28,inperson,2017,53.3493795,-6.2605593
rladies,dc,Fall R Community Networking Event,2017-09-28,inperson,2017,4.6529539,-74.0835643
rladies,chicago,Data Visualization Workshop with ggplot2,2017-09-28,inperson,2017,41.8755616,-87.6244212
rladies,st-louis,R-Ladies St. Louis Open House,2017-09-28,inperson,2017,38.6280278,-90.1910154
rladies,barcelona,Plots with ggplot2 are better plots,2017-09-27,inperson,2017,41.3828939,2.1774322
rladies,austin,R for Data Science Workshop: Exploring Data with ggplot2 + dplyr,2017-09-27,inperson,2017,30.2711286,-97.7436995
rladies,berlin,developing free and open-source software for disease outbreak response,2017-09-26,inperson,2017,52.5170365,13.3888599
rladies,manchester,R-Ladies: Networking and Social,2017-09-26,inperson,2017,53.4794892,-2.2451148
rladies,boston,Project Night!,2017-09-26,inperson,2017,42.3554334,-71.060511
rladies,taipei,[Crawler] 如何用數據打造最貼心的旅遊搜尋引擎,2017-09-25,inperson,2017,25.0375198,121.5636796
rladies,melbourne,Intro to R workshop - September event,2017-09-24,inperson,2017,-37.8142454,144.9631732
rladies,san-francisco,R Visualization Bonanza,2017-09-24,inperson,2017,37.7790262,-122.419906
rladies,tbilisi,R-Ladies თბილისის ახალი სეზონი,2017-09-23,inperson,2017,41.6934591,44.8014495
rladies,ames,LunchinatoRs,2017-09-22,inperson,2017,50.536715,2.4086536
rladies,ames,LunchinatoRs,2017-09-22,inperson,2017,50.536715,2.4086536
rladies,orlando,Data Visualization with ggplot2,2017-09-21,inperson,2017,28.5421109,-81.3790304
rladies,scl,Primera reunión de R-Ladies Santiago,2017-09-21,inperson,2017,-33.4093715,-70.7908989
rladies,budapest,repeat,2017-09-21,inperson,2017,47.4978918,19.0401609
rladies,san-diego,Introduction to Shiny Apps,2017-09-20,inperson,2017,32.7174202,-117.1627728
rladies,madrid,Presentación del nuevo curso + Contribuir a un proyecto Open Source,2017-09-19,inperson,2017,40.4167047,-3.7035825
rladies,rtp,All about tibbles,2017-09-19,inperson,2017,35.8569851,-78.8682511
rladies,rtp,R-Ladies Chat,2017-09-14,inperson,2017,35.8569851,-78.8682511
rladies,london,Jenny Bryan: How to find the business end of an R package and improve it,2017-09-14,inperson,2017,51.5074456,-0.1277653
rladies,ames,LunchinatoRs,2017-09-14,inperson,2017,50.536715,2.4086536
rladies,miami,[Postponed] Data Visualization with ggplot,2017-09-13,inperson,2017,25.7741728,-80.19362
rladies,nashville,Working with Pipes %>% + GIS Tutorial,2017-09-12,inperson,2017,36.1622767,-86.7742984
rladies,ames,LunchinatoRs,2017-09-07,inperson,2017,50.536715,2.4086536
rladies,ames,LunchinatoRs,2017-09-07,inperson,2017,50.536715,2.4086536
rladies,cdmx,Primer Meetup de RLadiesCDMX,2017-08-31,inperson,2017,19.4326296,-99.1331785
rladies,ames,LunchinatoRs,2017-08-31,inperson,2017,50.536715,2.4086536
rladies,montevideo,Primer Meetup de RLadies Montevideo!,2017-08-30,inperson,2017,-34.9058916,-56.1913095
rladies,orlando,Introduction to R,2017-08-29,inperson,2017,28.5421109,-81.3790304
rladies,austin,ALL the Ladies in Tech Happy Hour!,2017-08-29,inperson,2017,30.2711286,-97.7436995
rladies,taipei,[Text mining] R與中文分詞,2017-08-28,inperson,2017,25.0375198,121.5636796
rladies,buffalo,Meet and Greet,2017-08-26,inperson,2017,37.7097669,-95.6974822
rladies,barcelona,WomenInTech Summer Picnic,2017-08-25,inperson,2017,41.3828939,2.1774322
rladies,adelaide,R Absolute Beginners Workshop,2017-08-24,inperson,2017,-34.9281805,138.5999312
